OBJECTID *,Shape *,Borough,Block,Lot,CD,BCT2020,BCTCB2020,CT2010,CB2010,SchoolDist,Council,ZipCode,FireComp,PolicePrct,HealthCent,HealthArea,Sanitboro,SanitDistr,SanitSub,Address,ZoneDist1,ZoneDist2,ZoneDist3,ZoneDist4,Overlay1,Overlay2,SPDist1,SPDist2,SPDist3,LtdHeight,SplitZone,BldgClass,LandUse,Easements,OwnerType,OwnerName,LotArea,BldgArea,ComArea,ResArea,OfficeArea,RetailArea,GarageArea,StrgeArea,FactryArea,OtherArea,AreaSource,NumBldgs,NumFloors,UnitsRes,UnitsTotal,LotFront,LotDepth,BldgFront,BldgDepth,Ext,ProxCode,IrrLotCode,LotType,BsmtCode,AssessLand,AssessTot,ExemptTot,YearBuilt,YearAlter1,YearAlter2,HistDist,Landmark,BuiltFAR,ResidFAR,CommFAR,FacilFAR,BoroCode,BBL,CondoNo,Tract2010,XCoord,YCoord,ZoneMap,ZMCode,Sanborn,TaxMap,EDesigNum,APPBBL,APPDate,PLUTOMapID,FIRM07_FLA,PFIRM15_FL,Version,DCPEdited,Latitude,Longitude,Notes,Shape_Leng,Shape_Length,Shape_Area,OBJECTID,Join_Count,TARGET_FID,uid,BOROUGH,BLOCK,LOT,BBL,MAPBBL,CD,HNUM,SNAME,ADDRESS,PARCELNAME,AGENCY,USECODE,USETYPE,OWNERSHIP,CATEGORY,EXPANDCAT,EXCATDESC,LEASED,FINALCOM,AGREEMENT,XCOORD,YCOORD,LATITUDE,LONGITUDE,DCPEDITED,Shape_Length,Shape_Area
3192,Polygon,QN,39,2,402,4000701,40007012017,7,4025,30,26,11101,L115,108,41,720,4,2,3B, BORDEN AVENUE,M3-2,M1-4/R6B, , , , ,LIC, , , ,Y,U6,7,1,O,PENN RR CO,269614,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,N,0,N,5,0,0,0,0,0,0,0, , ,0,0,2,0,4,4000390002,0,7,997614,209427,9b, ,401 022,40101, ,0, ,1,1,1,24v1,t,40.741495,-73.951773, ,0,3128.247669,215104.8688,3192,0,3192,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3128.247669,215104.8688
3193,Polygon,QN,39,135,402,4000701,40007012018,7,4035,30,26,11101,L115,108,41,720,4,2,3B,51 AVENUE,M3-2, , , , , , , , , ,N,U6,7,0,X,PENN T&T RR CO,763,0,0,0,0,0,0,0,0,0,7,0,0,0,0,39.93,57.11,0,0,N,0,Y,5,0,0,0,0,0,0,0, , ,0,0,2,0,4,4000390135,0,7,998074,209369,9b, ,401 022,40101, ,0, ,1,1,1,24v1,t,40.741335,-73.950114, ,0,191.580392,763.383636,3193,0,3193,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,191.580392,763.383636
3194,Polygon,QN,65,36,402,4000104,40001041025,1,1027,30,26,11101,E258,108,41,720,4,2,3B,21 STREET,M3-2, , , , , , , , , ,N,V8,11,0,O,MTA - LIRR,10240,0,0,0,0,0,0,0,0,0,7,1,0,0,0,40,138,0,0, ,0,Y,5,5,326700,326700,326700,0,0,0, , ,0,0,2,0,4,4000650036,0,1,998001,208771,9b, ,401 022,40101, ,0, ,1,1,1,24v1,t,40.739694,-73.950378, ,0,491.605579,10095.25233,3194,1,3194,1f1357425c909be120c097839c72498f,4,65,36,4000650036,4000650036,402, ,WHITE AUTO CAR PLAZA,WHITE AUTO CAR PLAZA,POULTRY MARKET,MTA,890,OTHER TRANSPORTATION FACILITY,O,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE", , , ,998001,208771,40.739694,-73.950378, ,491.605579,10095.25233
3195,Polygon,QN,65,151,402,4000104,40001041025,1,1027,30,26,11101,L115,108,41,720,4,2,3B,11 STREET,M3-2, , , , , , , , , ,N,V9,11,0,C,NYC DEPARTMENT OF TRANSPORTATION,1000,0,0,0,0,0,0,0,0,0,7,0,0,0,0,40,25.05,0,0, ,0,N,5,5,45450,45450,45450,0,0,0, , ,0,0,2,0,4,4000650151,0,1,997581,208997,9b, ,401 022,40101, ,0, ,1,1,1,24v1,t,40.740315,-73.951893, ,0,129.481913,989.840934,3195,1,3195,e57217c1dfdaf1f35fcf2d60fcae3c4b,4,65,151,4000650151,4000650151,402, ,53 AVENUE,53 AVENUE,PULASKI BRIDGE,DOT,880,ROAD/HIGHWAY,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE", , , ,997581,208997,40.740315,-73.951893, ,129.481913,989.840934
3196,Polygon,QN,68,1,402,4000104,40001041019,1,1029,30,26,11101,E258,108,41,720,4,2,3B, BORDEN AVENUE,M3-2, , , , , , , , , ,N,U7,7,0,X,MTA - LIRR,67324,0,0,0,0,0,0,0,0,0,7,0,0,0,0,605,485,0,0,N,0,N,3,0,0,0,0,0,0,0, , ,0,0,2,0,4,4000680001,0,1,998957,208424,9b, ,401 032,40102, ,0, ,1,1,1,24v1,t,40.73874,-73.946929, ,0,3026.471788,67316.90762,3196,0,3196,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3026.471788,67316.90762
3197,Polygon,QN,70,6,402,4000104,40001041029,1,1033,30,26,11101,E258,108,41,720,4,2,3B, MIDTOWN TUN PLAZA,M3-2, , , , , , , , , ,N,U1,7,2,X,AMTRAK,16270,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,N,0,N,5,0,0,0,0,0,0,0, , ,0,0,2,0,4,4000700006,0,1,998329,209421,9b, ,401 029,40102, ,0, ,1,1,1,24v1,t,40.741478,-73.949193, ,0,809.138376,16269.88671,3197,0,3197,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,809.138376,16269.88671
3198,Polygon,QN,70,41,402,4000104,40001041029,1,1033,30,26,11101,E258,108,41,720,4,2,3B,21-21 51 AVENUE,M3-2, , , , , , , , , ,N,V1,11,0, ,MEDIA ENTERTAINMENT GALLERY OF NEW YORK,10200,0,0,0,0,0,0,0,0,0,7,1,0,0,0,102,100,0,0, ,0,N,5,5,409950,409950,0,0,0,0, , ,0,0,2,0,4,4000700041,0,1,998510,209297,9b, ,401 029,40102, ,0, ,1,1,1,24v1, ,40.741137,-73.94854, ,0,404.183604,10206.05719,3198,0,3198,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,404.183604,10206.05719
3199,Polygon,QN,71,9,402,4000104,40001041012,1,1034,30,26,11101,E258,108,41,720,4,2,3B,49 AVENUE,M1-4,M3-2, , , , , , , , ,Y,U7,7,2,X,AMTRAK,58947,0,0,0,0,0,0,0,0,0,7,0,0,0,0,478,196.5,0,0,N,0,N,5,0,0,0,0,0,0,0, , ,0,0,2,6.5,4,4000710009,0,1,998630,209566,9b, ,401 030,40102, ,0, ,1,1,1,24v1,t,40.741875,-73.948107, ,0,1484.770759,58946.90571,3199,0,3199,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1484.770759,58946.90571
3200,Polygon,QN,71,39,402,4000104,40001041012,1,1034,30,26,11101,L115,108,41,720,4,2,3B,49 AVENUE,M1-4, , , , , , , , , ,N,U6,7,1,X,CITY OF NEW YORK,38578,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,N,0,N,5,0,0,0,0,0,0,0, , ,0,0,2,6.5,4,4000710039,0,1,998491,209613,9b, ,401 030,40102, ,0, ,1,1,1,24v1,t,40.742004,-73.948608, ,0,1166.882783,38577.66517,3200,0,3200,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1166.882783,38577.66517
3201,Polygon,QN,98,1,402,4000104,40001041005,1,1037,30,26,11101,E258,108,41,720,4,2,3B, PEARSON STREET,M1-4, , , , , , , , , ,N,G7,10,0,X,MTA - LIRR,5200,0,0,0,0,0,0,0,0,0,7,0,0,0,0,200,26,0,0, ,0,N,3,5,248400,248400,248400,0,0,0, , ,0,0,2,6.5,4,4000980001,0,1,1000187,210135,9b, ,401 031,40102, ,0, ,1, , ,24v1,t,40.743434,-73.942487, ,0,466.930933,5664.060636,3201,0,3201,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,466.930933,5664.060636
3202,Polygon,QN,98,2,402,4000104,40001041005,1,1037,30,26,11101,E258,108,41,720,4,2,3B, PEARSON STREET,M1-4, , , , , , , , , ,N,V1,11,0,C,NYC POLICE DEPARTMENT,2800,0,0,0,0,0,0,0,0,0,7,0,0,0,0,14,200,0,0, ,0,N,5,5,130500,130500,130500,0,0,0, , ,0,0,2,6.5,4,4000980002,0,1,1000197,210117,9b, ,401 031,40102, ,0, ,1, , ,24v1,t,40.743385,-73.942451, ,0,441.98282,3089.861201,3202,1,3202,750ac6f2f1f397c03310825d31fc40ed,4,98,2,4000980002,4000980002,402,4707,PEARSON PLACE,4707 PEARSON PLACE,NYPD PROPERTY CLERK,NYPD,590,OTHER PUBLIC SAFETY FACILITY,C,1,4,PUBLIC SAFETY & CRIMINAL JUSTICE USE, , , ,1000197,210117,40.743385,-73.94245, ,441.98282,3089.861201
3203,Polygon,QN,109,3,402,4000104,40001041018,1,1031,30,26,11101,E258,108,41,720,4,2,3B, BORDEN AVENUE,M3-2, , , , , , , , , ,N,U7,7,0,X,MTA - LIRR,20151,0,0,0,0,0,0,0,0,0,7,0,0,0,0,100,180,0,0,N,0,N,5,0,0,0,0,0,0,0, , ,0,0,2,0,4,4001090003,0,1,999564,208826,9b, ,401 032,40102, ,0, ,1,1,1,24v1,t,40.739843,-73.944738, ,0,606.519313,20151.00408,3203,0,3203,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,606.519313,20151.00408
3204,Polygon,QN,115,150,402,4000104,40001041010,1,1043,30,26,11101,E258,108,41,720,4,2,3B,47 AVENUE,M3-2, , , , , , , , , ,N,V1,11,0,X,MTA - LIRR,1980,0,0,0,0,0,0,0,0,0,7,0,0,0,0,36,75,0,0, ,0,Y,5,5,66150,66150,66150,0,0,0, , ,0,0,2,0,4,4001150150,0,1,1001269,210037,9b, ,401 031,40102, ,0, ,1,1, ,24v1,t,40.743163,-73.938582, ,0,208.73873,2163.587111,3204,0,3204,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,208.73873,2163.587111
3205,Polygon,QN,187,1,402,4017901,40179011000,179,1000,30,26,11104,E325,108,41,800,4,2,2E,41-45 39 STREET,M1-4, , , , , , , , , ,N,E1,6,0, ,SCHUMAN 187/1 39TH STREET LLC,19841,19800,19800,0,0,0,0,10300,0,9500,2,1,1,0,2,198,100,198,100,N,0,N,5,0,535500,1317600,0,1930,2017,0, , ,1,0,2,6.5,4,4001870001,0,179,1004917,211111,9b, ,401 059,40202, ,0, ,1, , ,24v1, ,40.746103,-73.925414, ,0,604.951304,20466.21297,3205,0,3205,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,604.951304,20466.21297
3206,Polygon,QN,187,12,402,4017901,40179011000,179,1000,30,26,11104,E325,108,41,800,4,2,2E,41-21 39 STREET,M1-4, , , , , , , , , ,N,E1,6,0, ,METRIDGE BUILDING LLC,7500,7500,7500,0,0,0,0,0,7500,0,2,3,1,0,3,75,100,75,100,E,0,N,5,0,182250,452250,0,1957,0,0, , ,1,0,2,6.5,4,4001870012,0,179,1004948,211316,9b, ,401 059,40202, ,0, ,1, , ,24v1, ,40.746666,-73.925301, ,0,355.112267,7701.833782,3206,0,3206,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,355.112267,7701.833782
3207,Polygon,QN,191,5,402,4017901,40179011003,179,1013,30,26,11104,E325,108,41,800,4,2,2E,43-15 39 STREET,M1-4, , , , , , , , , ,N,P5,8,0, ,39-01 QB LLC,37500,63800,63800,0,0,6000,0,0,0,57800,2,2,3,0,4,375,100,375,100,E,0,N,3,0,1029600,3949200,1238085,1926,1995,2008, , ,1.7,0,2,6.5,4,4001910005,0,179,1004844,210625,9b, ,401 059,40202, ,4001910005,10/17/1988,1, , ,24v1, ,40.744769,-73.925679, ,0,959.548326,38975.01251,3207,0,3207,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,959.548326,38975.01251
3208,Polygon,QN,191,20,402,4017901,40179011003,179,1013,30,26,11104,E325,108,41,800,4,2,2E,43-01 39 STREET,M1-4, , , , , , , , , ,N,G2,7,0, ,38-15 QUEENS LLC,12500,12500,12500,0,0,0,10000,0,0,2500,2,1,1,0,1,125,100,125,100,N,0,N,3,0,303750,551250,0,1926,0,0, , ,1,0,2,6.5,4,4001910020,0,179,1004882,210873,9b, ,401 059,40202, ,4001910005,10/17/1988,1, , ,24v1, ,40.74545,-73.925541, ,0,458.173612,13000.56265,3208,0,3208,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,458.173612,13000.56265
3209,Polygon,QN,195,13,402,4017901,40179011007,179,2000,24,26,11104,E325,108,41,800,4,2,3E,45-35 39 STREET,M1-4, , , , , , , , , ,N,G2,7,0, ,DOUBLE UP REALTY LLC,10000,20000,20000,0,0,0,20000,0,0,0,2,1,1,0,3,100,100,100,100,N,0,N,5,2,270000,787500,0,1931,0,0, , ,2,0,2,6.5,4,4001950013,0,179,1004733,209896,9b, ,401 050,40202, ,0, ,1, , ,24v1, ,40.742769,-73.926082, ,0,412.130273,10612.63231,3209,0,3209,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,412.130273,10612.63231
3210,Polygon,QN,195,21,402,4017901,40179011007,179,2000,24,26,11104,E325,108,41,800,4,2,3E,39-02 QUEENS BOULEVARD,M1-4, , , , , , , , , ,N,G4,7,0, ,HESS REATIL STORES LLC,20000,2720,2720,0,112,0,2208,400,0,0,2,3,1,0,2,128.1,180.06,48,46,N,0,N,3,0,378000,1027800,0,1955,1997,0, , ,0.14,0,2,6.5,4,4001950021,0,179,1004770,210144,9b, ,401 050,40202, ,0, ,1, , ,24v1, ,40.743449,-73.925947, ,0,611.493433,21057.4705,3210,0,3210,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,611.493433,21057.4705
3211,Polygon,QN,214,40,401,4017102,40171021003,171,1003,30,26,11101,L128,114,41,720,4,1,6C,37-02 NORTHERN BOULEVARD,M1-5, , , , , , , , , ,N,O5,5,0, ,RXR SMP OWNER LLC,38164,318000,318000,0,262550,10000,0,45450,0,0,2,1,6,0,2,490.5,135,229.67,91.5,N,0,Y,3,0,1889100,19400400,0,1919,2001,2009, , ,8.33,0,5,6.5,4,4002140040,0,171,1004946,213237,9b, ,401 065,40202, ,0, ,1, , ,24v1, ,40.751939,-73.925303, ,0,1324.81556,51880.59781,3211,0,3211,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1324.81556,51880.59781
3212,Polygon,QN,214,68,401,4017102,40171021003,171,1004,30,26,11101,L128,114,41,720,4,1,6D,39 STREET,M1-1, , , , , , , , , ,N,U7,7,0,X,MTA - LIRR,188539,0,0,0,0,0,0,0,0,0,7,1,0,0,0,75,1600,0,0,N,0,N,5,0,0,0,0,0,0,0, , ,0,0,1,2.4,4,4002140068,0,171,1005022,213179,9b, ,401 063,40202, ,0, ,1, , ,24v1,t,40.751779,-73.925028, ,0,1160.778655,19991.44693,3212,1,3212,ccd6024ed3d85cf1d3e96dc0e87aab69,4,214,9068,4002149068,4002140068,401, ,39 STREET,39 STREET,39TH STREET BRIDGE,DOT,1350,AIR RIGHTS,C,1,7,"MAINTENANCE, STORAGE, & INFRASTRUCTURE USE", , , ,1005022,213179,40.75178,-73.925029, ,1160.778655,19991.44693
3213,Polygon,QN,215,1,402,4017901,40179011001,179,1001,30,26,11101,L128,108,41,800,4,2,2E,38-01 43 AVENUE,M1-4, , , , , , , , , ,N,E1,6,0, ,43RD AVE LIC LLC,18000,72000,72000,0,7200,0,0,0,64800,0,2,1,4,0,2,180,100,100,180,N,0,N,3,0,405000,2299050,0,1928,0,0, , ,4,0,2,6.5,4,4002150001,0,179,1004694,211093,9b, ,401 059,40202, ,0, ,1, , ,24v1, ,40.746054,-73.926219, ,0,580.239542,19329.03454,3213,0,3213,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,580.239542,19329.03454
3214,Polygon,QN,215,13,402,4017901,40179011001,179,1001,30,26,11101,L128,108,41,800,4,2,2E,41-31 38 STREET,M1-4, , , , , , , , , ,N,E1,6,0, ,"ESCO REALTY I, LLC",4674,9122,9122,0,4095,0,0,5027,0,0,2,1,3,0,1,46.74,100,45,90,N,0,N,5,0,105300,790200,517500,2007,2009,0, , ,1.95,0,2,6.5,4,4002150013,0,179,1004679,211270,9b, ,401 059,40202, ,0, ,1, , ,24v1, ,40.74654,-73.926272, ,0,295.765562,4691.568464,3214,0,3214,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,295.765562,4691.568464
3215,Polygon,QN,215,37,402,4017901,40179011001,179,1001,30,26,11104,L128,108,41,800,4,2,2E,41-26 39 STREET,M1-4, , , , , , , , , ,N,F9,6,0, ,"LUCKNAUTH PROPERTIES, LLC",4000,7950,7950,0,950,0,0,0,7000,0,2,1,1,0,1,50,80,50,80,N,0,N,5,0,108000,297450,0,1931,0,0, , ,1.99,0,2,6.5,4,4002150037,0,179,1004778,211304,9b, ,401 059,40202, ,0, ,1, , ,24v1, ,40.746633,-73.925915, ,0,269.02821,4229.807551,3215,0,3215,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,269.02821,4229.807551
3216,Polygon,QN,219,9,402,4017901,40179011002,179,1014,30,26,11101,L128,108,41,800,4,2,2E,38-01 QUEENS BOULEVARD,M1-4, , , , , , , , , ,N,O6,5,0, ,CURBCUT QUEENS BLVD LLC,22500,152415,152415,0,152415,0,0,0,0,0,2,1,12,0,2,100,225,100,225, ,0,N,3,0,1265850,2575350,0,2017,2016,0, , ,6.77,0,2,6.5,4,4002190009,0,179,1004577,210590,9b, ,401 059,40202, ,0, ,1, , ,24v1, ,40.744674,-73.926642, ,0,655.243107,23019.10867,3216,0,3216,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,655.243107,23019.10867
3217,Polygon,QN,219,25,402,4017901,40179011002,179,1014,30,26,11101,L128,108,41,800,4,2,2E,38-08 43 AVENUE,M1-4, , , , , , , , , ,N,G1,10,0, ,"DCO QOZB 38-15 QB, LLC",21600,12500,12500,0,0,0,11600,0,900,0,2,1,1,0,1,180,126,125,100,N,0,Y,3,0,388800,1100250,0,1963,0,0, , ,0.58,0,2,6.5,4,4002190025,0,179,1004665,210907,9b, ,401 059,40202, ,0, ,1, , ,24v1, ,40.745544,-73.926324, ,0,619.36828,22834.87111,3217,0,3217,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,619.36828,22834.87111
3218,Polygon,QN,220,18,402,4017902,40179021016,179,1015,30,26,11101,L128,108,41,800,4,2,2E,43-19 37 STREET,M1-4, , , , , , , , , ,N,K1,5,0, ,POTENZA,7500,10000,10000,0,0,7500,0,0,0,2500,2,1,1,0,1,75,100,75,100,E,3,N,5,0,270000,1116000,0,1931,2001,2003, , ,1.33,0,2,6.5,4,4002200018,0,179,1004343,210778,9b, ,401 058,40202, ,0, ,1, , ,24v1,t,40.745191,-73.927486, ,0,349.760242,7451.439377,3218,0,3218,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,349.760242,7451.439377
3219,Polygon,QN,220,21,402,4017902,40179021016,179,1015,30,26,11101,L128,108,41,800,4,2,2E,43-17 37 STREET,M1-4, , , , , , , , , ,N,F4,6,0, ,POTENZA,7500,7500,7500,0,0,0,0,0,7500,0,2,1,1,0,1,75,100,75,100,N,0,N,5,0,135000,279450,0,1931,0,0, , ,1,0,2,6.5,4,4002200021,0,179,1004354,210851,9b, ,401 058,40202, ,0, ,1, , ,24v1,t,40.745391,-73.927447, ,0,354.304722,7681.790235,3219,0,3219,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,354.304722,7681.790235
3220,Polygon,QN,220,40,402,4017902,40179021016,179,1015,30,26,11101,L128,108,41,800,4,2,2E,43-30 38 STREET,M1-4, , , , , , , , , ,N,V1,11,0, ,NEW YORK HOTEL TRADES COUNCIL & HOTEL AS S'N,5000,0,0,0,0,0,0,0,0,0,7,1,0,0,0,50,100,0,0, ,0,N,5,5,198900,198900,0,0,0,0, , ,0,0,2,6.5,4,4002200040,0,179,1004433,210701,9b, ,401 058,40202, ,0, ,1, , ,24v1, ,40.744979,-73.927162, ,0,299.197398,4976.464347,3220,0,3220,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,299.197398,4976.464347
3221,Polygon,QN,229,11,402,4018900,40189002003,189,2002,24,26,11101,L128,108,41,800,4,2,3E,47-42 37 STREET,M1-4, , , , , , , , , ,N,E1,6,0, ,NELIC LLC,20000,30000,30000,0,10000,0,0,0,20000,0,2,1,2,0,3,100,200,100,200,N,0,N,4,0,450000,2008800,0,1950,0,0, , ,1.5,0,2,6.5,4,4002290011,0,189,1003897,209233,9b, ,401 050,40202, ,0, ,1, , ,24v1, ,40.740951,-73.929101, ,0,614.617915,20839.24318,3221,0,3221,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,614.617915,20839.24318
3222,Polygon,QN,229,13,402,4018900,40189002003,189,2002,24,26,11101,L128,108,41,800,4,2,3E,47-27 36 STREET,M1-4, , , , , , , , , ,N,F4,6,0, ,JDA REALTY CORPORATIO,20000,42000,42000,0,6000,0,0,0,36000,0,2,1,3,0,1,200,100,200,100,N,0,N,5,0,450000,2225250,0,1947,2003,0, , ,2.1,0,2,6.5,4,4002290013,0,189,1003868,209390,9b, ,401 050,40202, ,0, ,1, , ,24v1, ,40.741382,-73.929205, ,0,603.802443,20380.97019,3222,0,3222,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,603.802443,20380.97019
3223,Polygon,QN,229,32,402,4018900,40189002003,189,2002,24,26,11101,L128,108,41,800,4,2,3E,47-02 37 STREET,M1-4, , , , , , , , , ,N,K1,5,0, ,ARGY 37 LLC,4000,2680,2680,0,0,2000,0,0,680,0,2,1,1,0,2,100,40,40,67,N,0,N,3,0,97650,227250,0,1954,0,0, , ,0.67,0,2,6.5,4,4002290032,0,189,1004037,209619,9b, ,401 050,40202, ,0, ,1, , ,24v1, ,40.74201,-73.928594, ,0,291.040844,4466.909802,3223,0,3223,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,291.040844,4466.909802
